ID	book_id	char_text	place_text	context_10	context_50	context_100
MEANYY	13438	Hilda	the water	"beehive . "" So said Erling , looking doubtfully at <place> the water </place> . I asked <char> Hilda </char> if she feared , and she shivered a little ,"	"mail on , and there is the lady . But it is not far ; maybe we two could manage . We ca n't fight these men , or we shall have the whole place out on us like a beehive . "" So said Erling , looking doubtfully at <place> the water </place> . I asked <char> Hilda </char> if she feared , and she shivered a little , but answered that aught was better than to bide and be taken by Quendritha . "" I can trust you , "" she said quietly ."	"to me in terror , and Erling looked at the stream . It was coming down in full volume after the rain , for up in its hills there had been much more than here . Across the stream were bushes enough to hide us . "" You have your mail on , and there is the lady . But it is not far ; maybe we two could manage . We ca n't fight these men , or we shall have the whole place out on us like a beehive . "" So said Erling , looking doubtfully at <place> the water </place> . I asked <char> Hilda </char> if she feared , and she shivered a little , but answered that aught was better than to bide and be taken by Quendritha . "" I can trust you , "" she said quietly ."
NEGXRD	50165	Jimmie	the valley	. “ And we may as well go over into <place> the valley </place> we left this morning , ” <char> Jimmie </char> went on , “ because the boys will be wondering	repair it at all . ” “ What does the situation suggest to you ? ” asked Kit with a laugh . “ Dinner - time ! ” replied Jimmie . “ That ’s the idea ! ” Kit responded . “ And we may as well go over into <place> the valley </place> we left this morning , ” <char> Jimmie </char> went on , “ because the boys will be wondering what has become of us . ” “ It was a bad thing to do , running off like that ! ”	an hour before we lost sight of her . ” “ In that case , ” Jimmie explained , “ he ’ll have to make a landing in order to repair the damage , and , if he has n’t got an extra plug with him , he ca n’t repair it at all . ” “ What does the situation suggest to you ? ” asked Kit with a laugh . “ Dinner - time ! ” replied Jimmie . “ That ’s the idea ! ” Kit responded . “ And we may as well go over into <place> the valley </place> we left this morning , ” <char> Jimmie </char> went on , “ because the boys will be wondering what has become of us . ” “ It was a bad thing to do , running off like that ! ”
HPJLSP	29363	Diogenes Laertius	Semiramis	plates - bandes _ , and talk about Epicurus and <char> Diogenes Laertius </char> , Julius Caesar , <place> Semiramis </place> , and the gardens of the Hesperides , Maecenas ,	for the Irish secretary , his Excellency ’s condescension was even more cruel than his frowns . Sir William _ would _ perpetually quote Latin and the ancient classics à propos of his gardens and his Dutch statues and _ plates - bandes _ , and talk about Epicurus and <char> Diogenes Laertius </char> , Julius Caesar , <place> Semiramis </place> , and the gardens of the Hesperides , Maecenas , Strabo describing Jericho , and the Assyrian kings . A propos of beans , he would mention Pythagoras ’s precept to abstain from beans , and that this precept probably meant that wise men should abstain from public affairs .	things — above mother , above mild Dorothea , above that tremendous Sir William in his square - toes and periwig,—when _ Mr. Swift _ comes down from his master with rage in his heart , and has not a kind word even for little Hester Johnson ? Perhaps , for the Irish secretary , his Excellency ’s condescension was even more cruel than his frowns . Sir William _ would _ perpetually quote Latin and the ancient classics à propos of his gardens and his Dutch statues and _ plates - bandes _ , and talk about Epicurus and <char> Diogenes Laertius </char> , Julius Caesar , <place> Semiramis </place> , and the gardens of the Hesperides , Maecenas , Strabo describing Jericho , and the Assyrian kings . A propos of beans , he would mention Pythagoras ’s precept to abstain from beans , and that this precept probably meant that wise men should abstain from public affairs .
KNNYLL	28743	their	their rooms	in so far quieting their fears that they went to <char> <place> their </char> rooms </place> , though , if she had only known it ,	the truth , that Nellie had diphtheria , but that the doctor said that it was not a malignant case , and that there was not the slightest danger of its spreading , with even ordinary care , she succeeded in so far quieting their fears that they went to <char> <place> their </char> rooms </place> , though , if she had only known it , to discuss with even more excitement than they had shown to her the dreadful possibilities before them . One girl actually stole out at midnight and , hurrying through the cold and darkness , went to the house of a	that very night , from the contagion . Had she any less influence over this frightened crowd , or they any less trust in her wisdom and kindness , half of the rooms would have been empty before morning ; but , as it was , simply by telling them the truth , that Nellie had diphtheria , but that the doctor said that it was not a malignant case , and that there was not the slightest danger of its spreading , with even ordinary care , she succeeded in so far quieting their fears that they went to <char> <place> their </char> rooms </place> , though , if she had only known it , to discuss with even more excitement than they had shown to her the dreadful possibilities before them . One girl actually stole out at midnight and , hurrying through the cold and darkness , went to the house of a cousin who lived near by , waking and alarming the family in a way that they found hard to forgive , and taking by this exposure so severe a cold that , serious lung symptoms developing , she was sent home , and her academical course ended .
QJMMNP	37832	his parents	home	forthwith his friendship and a dinner ; the boy went <place> home </place> with him to <char> his parents </char> ' house , where he dined , and immediately afterwards	thumped him well , and turned him out of doors , and it was almost dinner - time , and now he had no friend -- and he would get no dinner ! The soft - hearted Damon offered him forthwith his friendship and a dinner ; the boy went <place> home </place> with him to <char> his parents </char> ' house , where he dined , and immediately afterwards staunch brotherhood was sworn , and the empty place in Damon 's heart was filled up ! Fate had granted his wish , and he had providentially found a friend !	he was served , and it was a great shame , for he had liked his friend so much ; but now he would have nothing more to do with him . And when he had told him that he was going to break with him , the fellow had thumped him well , and turned him out of doors , and it was almost dinner - time , and now he had no friend -- and he would get no dinner ! The soft - hearted Damon offered him forthwith his friendship and a dinner ; the boy went <place> home </place> with him to <char> his parents </char> ' house , where he dined , and immediately afterwards staunch brotherhood was sworn , and the empty place in Damon 's heart was filled up ! Fate had granted his wish , and he had providentially found a friend !
LGPDOA	12453	those two alone	the whole inhabited earth	"late ; loved him as Eve loved Adam , when <place> the whole inhabited earth </place> was given to <char> those two alone </char> . "" You seem in very good spirits to -"	"with wild desire to fly to him , and whisper truth and consolation in his arms ; for I loved this man as it is given to passionate , earnest natures to love but once , be it early or late ; loved him as Eve loved Adam , when <place> the whole inhabited earth </place> was given to <char> those two alone </char> . "" You seem in very good spirits to - day , Miss Monfort , "" said Mrs. Clayton , with unusual asperity on one occasion , when , holding Ernie in my arms , I lavished endearments upon him ; "" your king , indeed !"	"of his thoughts , conviction slowly settled down like a cloud upon his heart , his reason ; and what stern confirmation of all he dreaded most , my silence must have seemed to him ! All this I saw in my mental survey with pity , with concern , with wild desire to fly to him , and whisper truth and consolation in his arms ; for I loved this man as it is given to passionate , earnest natures to love but once , be it early or late ; loved him as Eve loved Adam , when <place> the whole inhabited earth </place> was given to <char> those two alone </char> . "" You seem in very good spirits to - day , Miss Monfort , "" said Mrs. Clayton , with unusual asperity on one occasion , when , holding Ernie in my arms , I lavished endearments upon him ; "" your king , indeed !"
SMLYPT	44426	Sir Tristram	Lonazep	ground . After that , they rode on quietly to <place> Lonazep </place> ; and there <char> Sir Tristram </char> had two pavilions pitched beside a well and he and	that if these knights sought to joust they also might be left to him . Sir Tristram again assented . So Sir Palomides rode forward , encountered the four knights one after another , and smote them all to the ground . After that , they rode on quietly to <place> Lonazep </place> ; and there <char> Sir Tristram </char> had two pavilions pitched beside a well and he and his company abode in them . At and about the castle of Lonazep were gathered a noble assembly of knights and kings .	should . ” Presently they fell in with four knights more -- Sir Gawaine , Sir Ewaine , Sir Sagramore le Desirous , and Sir Dodinas le Savage . Now , Sir Palomides was eager to prove himself a good knight before Queen Isoude , and he begged Sir Tristram that if these knights sought to joust they also might be left to him . Sir Tristram again assented . So Sir Palomides rode forward , encountered the four knights one after another , and smote them all to the ground . After that , they rode on quietly to <place> Lonazep </place> ; and there <char> Sir Tristram </char> had two pavilions pitched beside a well and he and his company abode in them . At and about the castle of Lonazep were gathered a noble assembly of knights and kings .
VRGQEC	38523	my	there	"place . "" "" I 'll be glad to get <place> there </place> , "" said Guert , "" if it 's <char> my </char> own land . Do you know if we 're to"	" said Groot , the Dutchman , as he came to sit down by his young friend ,  you go home . I have no home . I must live on the sea . The land is not my place . "" "" I 'll be glad to get <place> there </place> , "" said Guert , "" if it 's <char> my </char> own land . Do you know if we 're to run into Amsterdam ?"	"_ had indeed become a long one . There were several ship reasons why it would be good for her to go into dock and be overhauled for repairs . Her crew , also , were more than willing to see their homes and families . "" My boy , "" said Groot , the Dutchman , as he came to sit down by his young friend , "" you go home . I have no home . I must live on the sea . The land is not my place . "" "" I 'll be glad to get <place> there </place> , "" said Guert , "" if it 's <char> my </char> own land . Do you know if we 're to run into Amsterdam ?"
KTWULT	35008	I	here	"the way I am here . "" "" The way <char> I </char> am <place> here </place> "" dropped into the talk like a persistent refrain ,"	"to ride and to shoot , and he used to read poetry to me , and he told me stories about everything . He used to go to a big school called Harvard , but he was lonesome there -- the way I am here . "" "" The way <char> I </char> am <place> here </place> "" dropped into the talk like a persistent refrain , and there was heartache in it . "" I want to go home , "" the child went on ."	", or else have a gift for such languages , but that when you 've once learned it you do n't care to hear any other . "" "" Who 's Dick ? "" Belinda asked . "" Dick ? Oh , he 's just Dick . He taught me to ride and to shoot , and he used to read poetry to me , and he told me stories about everything . He used to go to a big school called Harvard , but he was lonesome there -- the way I am here . "" "" The way <char> I </char> am <place> here </place> "" dropped into the talk like a persistent refrain , and there was heartache in it . "" I want to go home , "" the child went on ."
SPGLFO	22207	my	my native town	a charge of murder , execrated by the populace of <char> <place> my </char> native town </place> ? I can remember that I wrote , when I	come to be writing in a prison ? How do I come to be living in a prison ? How is it that I , who never lifted a hand in anger against even a dog , lie here under a charge of murder , execrated by the populace of <char> <place> my </char> native town </place> ? I can remember that I wrote , when I took up my story , that it might , for anything I knew , be a year before I should go on with it .	so it came to pass that I continue this narrative at Posilipo , in my native air , within sight of smoking Vesuvius and the glittering city and the gleaming bay -- old friends , who bear comfort to the soul . CHAPTER IV.--_NELLE CARCERI MUNICIPALE _ How do I come to be writing in a prison ? How do I come to be living in a prison ? How is it that I , who never lifted a hand in anger against even a dog , lie here under a charge of murder , execrated by the populace of <char> <place> my </char> native town </place> ? I can remember that I wrote , when I took up my story , that it might , for anything I knew , be a year before I should go on with it .
DVNEHV	32478	your	my country	for my house caused me to forget the miseries of <place> my country </place> , while you are ready to shed <char> your </char> blood in the service of a government which has thwarted	and to protect the tomb of that heroic king whose life I was not allowed by fate to defend . ' ' Noble man ! ' cried the uncle . ' You shame me . The prospect of good fortune for my house caused me to forget the miseries of <place> my country </place> , while you are ready to shed <char> your </char> blood in the service of a government which has thwarted your dearest hopes . Well , act according to the dictates of your heart .	live for Sweden , they can not but permit me to die for her ! ' ' Die ! and for this queen ? ' asked the uncle . ' What care I for the queen ? ' answered Arwed . ' I fight for my father - land , and to protect the tomb of that heroic king whose life I was not allowed by fate to defend . ' ' Noble man ! ' cried the uncle . ' You shame me . The prospect of good fortune for my house caused me to forget the miseries of <place> my country </place> , while you are ready to shed <char> your </char> blood in the service of a government which has thwarted your dearest hopes . Well , act according to the dictates of your heart .
MREUHP	12450	he	England	not until he could think of Zara with calmness would <char> he </char> return to <place> England </place> . And if Zara 's week of separation from him	give her no further explanations -- and then he would go on to India and Japan . And , after this , his plans were vague . It seemed as if life were too impossible to look ahead , but not until he could think of Zara with calmness would <char> he </char> return to <place> England </place> . And if Zara 's week of separation from him had been grief and suffering , his had been hell .	, for of what use ? And , besides , she had suffered enough . He would go abroad at once , and see his mother for a day at Cannes , and tell her his arrangements , and that Zara and he had agreed to part -- he would give her no further explanations -- and then he would go on to India and Japan . And , after this , his plans were vague . It seemed as if life were too impossible to look ahead , but not until he could think of Zara with calmness would <char> he </char> return to <place> England </place> . And if Zara 's week of separation from him had been grief and suffering , his had been hell .
QLNOHN	56278	I	Cartersville	of it . “ I have no idea of leaving <place> Cartersville </place> until <char> I </char> see Mr. Gaddis , ” said Merry , with cool	git we ’ll have to make ye git . ” By this time Frank ’s friends were gathered at his back , ready for anything that might happen . They scented trouble , although they could not understand the cause of it . “ I have no idea of leaving <place> Cartersville </place> until <char> I </char> see Mr. Gaddis , ” said Merry , with cool determination . “ If he fails to keep his agreement with me , I propose to collect one hundred and fifty dollars forfeit money . ”	Cartersville , and the wisest thing you can do is to step right back onter this train and git out . In short , I ’m here to see that you _ do _ git back onter the train , and I brought my backers . If you do n’t git we ’ll have to make ye git . ” By this time Frank ’s friends were gathered at his back , ready for anything that might happen . They scented trouble , although they could not understand the cause of it . “ I have no idea of leaving <place> Cartersville </place> until <char> I </char> see Mr. Gaddis , ” said Merry , with cool determination . “ If he fails to keep his agreement with me , I propose to collect one hundred and fifty dollars forfeit money . ”
JBONJD	14874	dat	Miss Elsie 's house	"' house - cloths . Glad 'nuff dat massa shot <char> dat </char> ole debbil , but <place> Miss Elsie 's house </place> not to be defiled wid his dirty blood . """	"veranda . "" Dere 's hot water in de kitchen , "" said Aunt Phillis . "" You , Sal an ' Bet , hurry up yah wid a big basin full , an ' soap an ' sand an ' house - cloths . Glad 'nuff dat massa shot <char> dat </char> ole debbil , but <place> Miss Elsie 's house </place> not to be defiled wid his dirty blood . "" "" Cold watah fust , Aunt Phillis , "" interposed Chloe , "" cold watah fust to take out blood - stain , den de hot after dat ."	"trees kept the ground partially dry ; but beyond that the rain coming down in sheets , had helped the fugitive by washing away the telltale stains . Elsie shuddering and turning pale and faint at the horrible sight , ordered an immediate and thorough cleansing of both carpet and veranda . "" Dere 's hot water in de kitchen , "" said Aunt Phillis . "" You , Sal an ' Bet , hurry up yah wid a big basin full , an ' soap an ' sand an ' house - cloths . Glad 'nuff dat massa shot <char> dat </char> ole debbil , but <place> Miss Elsie 's house </place> not to be defiled wid his dirty blood . "" "" Cold watah fust , Aunt Phillis , "" interposed Chloe , "" cold watah fust to take out blood - stain , den de hot after dat ."
FVUCBP	12798	the owner	Samoa	week before , Mr. and Mrs. Lacy had called at <char> the owner </char> 's office and inquired about a passage to <place> Samoa </place> in the _ Tucopia _ , and Otway was sent	"to all outward seeming , he set himself to work , took exceeding care over his yellow , curly hair , and moustache , and abstained from swearing in Mrs. Lacy 's hearing . * * * * * A week before , Mr. and Mrs. Lacy had called at <char> the owner </char> 's office and inquired about a passage to <place> Samoa </place> in the _ Tucopia _ , and Otway was sent for . "" Otway , "" said the junior partner , "" can you make room on the _ Tucopia _ for two more passengers -- nice people , a clergyman and his wife ."	"that the Reverend Wilfrid was a serious mistake , and that he , Charles Otway , was the one man in the world whom she could love and be happy with for ever . So , being a hot - blooded and irresponsible young villain , though careful and decorous to all outward seeming , he set himself to work , took exceeding care over his yellow , curly hair , and moustache , and abstained from swearing in Mrs. Lacy 's hearing . * * * * * A week before , Mr. and Mrs. Lacy had called at <char> the owner </char> 's office and inquired about a passage to <place> Samoa </place> in the _ Tucopia _ , and Otway was sent for . "" Otway , "" said the junior partner , "" can you make room on the _ Tucopia _ for two more passengers -- nice people , a clergyman and his wife ."
EELUFN	55708	Miss Geraldine	her wing of the house	Geraldine ? Miss Geraldine breakfasted an hour ago alone in <place> her wing of the house </place> ; <char> Miss Geraldine </char> sent her compliments , and wanted to know if I	"me tell why I could have done it , or why I did n't do it . Breakfast proceeded in solemn silence . "" Would I have ham ? "" No , I would not have ham ! where was Geraldine ? Miss Geraldine breakfasted an hour ago alone in <place> her wing of the house </place> ; <char> Miss Geraldine </char> sent her compliments , and wanted to know if I would visit her in her own rooms after I had finished breakfast . He might take Miss Geraldine my compliments , and say that I would have much pleasure in doing so ."	"wear , so I left on the third . Then I came down to breakfast , and I found only one place laid . I could have broken my plate over the old butler 's head , but I did n't , and I ca n't for the life of me tell why I could have done it , or why I did n't do it . Breakfast proceeded in solemn silence . "" Would I have ham ? "" No , I would not have ham ! where was Geraldine ? Miss Geraldine breakfasted an hour ago alone in <place> her wing of the house </place> ; <char> Miss Geraldine </char> sent her compliments , and wanted to know if I would visit her in her own rooms after I had finished breakfast . He might take Miss Geraldine my compliments , and say that I would have much pleasure in doing so ."
GBLEKN	41645	Madame Florimont	a small _ carriole _	dealer plenty of time , in order not to overtake <char> Madame Florimont </char> . The proprietor of <place> a small _ carriole _ </place> offered to drive them whereever they chose to go ,	", lieutenant ; and , more fortunate than the great Turenne , who was killed on the battlefield , we will enjoy the blessings of peace after the war . "" XXIII THE WEDDING PARTY The travellers allowed the leather dealer plenty of time , in order not to overtake <char> Madame Florimont </char> . The proprietor of <place> a small _ carriole _ </place> offered to drive them whereever they chose to go , representing himself as a public carrier , and assuring them that his vehicle was in condition to take them to Naples , which journey it had made at least fifteen times . Although the _ carriole _ bore no resemblance"	", in all lands , the higher prices one charges , the more merit is attributed to one . And then , when I have saved a neat little sum , we will return to France to enjoy the fruit of my labors . "" "" That 's the talk , lieutenant ; and , more fortunate than the great Turenne , who was killed on the battlefield , we will enjoy the blessings of peace after the war . "" XXIII THE WEDDING PARTY The travellers allowed the leather dealer plenty of time , in order not to overtake <char> Madame Florimont </char> . The proprietor of <place> a small _ carriole _ </place> offered to drive them whereever they chose to go , representing himself as a public carrier , and assuring them that his vehicle was in condition to take them to Naples , which journey it had made at least fifteen times . Although the _ carriole _ bore no resemblance to the _ berline _ of an ordinary carrier , our travellers made the best of it ; but before entering , Bertrand satisfied himself that there were no women inside ."
WPXESF	20198	them	the wide ocean of the world	how was he to provide for them ? how launch <char> them </char> upon <place> the wide ocean of the world </place> ? This was , perhaps , the only thought which	them : with a small fortune of his own , and with his half - pay as a royal soldier , he had no fears for himself or for his faithful partner and helpmate ; but then his children ! how was he to provide for them ? how launch <char> them </char> upon <place> the wide ocean of the world </place> ? This was , perhaps , the only thought which gave him uneasiness , and I believe that many an old retired officer at that time , and under similar circumstances , experienced similar anxiety ; had the war continued , their children would have been , of course ,	life in meritorious exertion , in the service of his country , and his chief wish now was to spend the remainder of his days in quiet and respectability ; his means , it is true , were not very ample ; fortunate it was that his desires corresponded with them : with a small fortune of his own , and with his half - pay as a royal soldier , he had no fears for himself or for his faithful partner and helpmate ; but then his children ! how was he to provide for them ? how launch <char> them </char> upon <place> the wide ocean of the world </place> ? This was , perhaps , the only thought which gave him uneasiness , and I believe that many an old retired officer at that time , and under similar circumstances , experienced similar anxiety ; had the war continued , their children would have been , of course , provided for in the army , but peace now reigned , and the military career was closed to all save the scions of the aristocracy , or those who were in some degree connected with that privileged order , an advantage which few of these old officers could boast of
